banker_name,co_code,company_name,bnkhist_date
AXIS BANK LTD.,249099,TEGA INDUSTRIES LTD.,31-03-2020
AXIS BANK LTD.,149516,TERRASCOPE VENTURES LTD.,31-03-2020
AXIS BANK LTD.,250163,THANGAMAYIL JEWELLERY LTD.,31-03-2020
AXIS BANK LTD.,524638,THINKINK PICTUREZ LTD.,31-03-2020
AXIS BANK LTD.,250620,THOMAS COOK (INDIA) LTD.,31-03-2020
AXIS BANK LTD.,276359,THYROCARE TECHNOLOGIES LTD.,31-03-2020
AXIS BANK LTD.,607566,TIMESCAN LOGISTICS (INDIA) LTD.,31-03-2020
AXIS BANK LTD.,252338,TOTAL TRANSPORT SYSTEMS LTD.,31-03-2020
AXIS BANK LTD.,46281,TOYAM INDUSTRIES LTD.,31-03-2020
AXIS BANK LTD.,197959,TRICOM FRUIT PRODUCTS LTD.,31-03-2020
AXIS BANK LTD.,63016,TRINITY LEAGUE INDIA LTD.,31-03-2020
AXIS BANK LTD.,254532,TRIVENI ENGINEERING & INDS. LTD.,31-03-2020
AXIS BANK LTD.,254594,TRIVENI TURBINE LTD.,31-03-2020
AXIS BANK LTD.,255676,U B E INDUSTRIES LTD.,31-03-2020
AXIS BANK LTD.,331851,U T I ASSET MGMT. CO. LTD.,31-03-2020
AXIS BANK LTD.,103981,UDAIPUR CEMENT WORKS LTD.,31-03-2020
AXIS BANK LTD.,47214,UGRO CAPITAL LTD.,31-03-2020
AXIS BANK LTD.,410619,ULTRACAB (INDIA) LTD.,31-03-2020
AXIS BANK LTD.,125123,ULTRATECH CEMENT LTD.,31-03-2020
AXIS BANK LTD.,103853,UMANG DAIRIES LTD.,31-03-2020
AXIS BANK LTD.,257019,UNI ABEX ALLOY PRODUCTS LTD.,31-03-2020
AXIS BANK LTD.,258139,UNITED VAN DER HORST LTD.,31-03-2020
AXIS BANK LTD.,435842,UNIVERSUS PHOTO IMAGINGS LTD.,31-03-2020
AXIS BANK LTD.,146439,UNO MINDA LTD.,31-03-2020
AXIS BANK LTD.,259546,V A TECH WABAG LTD.,31-03-2020
AXIS BANK LTD.,253363,VANDANA KNITWEAR LTD.,31-03-2020
AXIS BANK LTD.,262869,VARUN BEVERAGES LTD.,31-12-2019
AXIS BANK LTD.,577875,VASA RETAIL & OVERSEAS LTD.,31-03-2020
AXIS BANK LTD.,213068,VEDAVAAG SYSTEMS LTD.,31-03-2020
AXIS BANK LTD.,264092,VELAN HOTELS LTD.,31-03-2020
AXIS BANK LTD.,63875,VERITAS (INDIA) LTD.,31-03-2020
AXIS BANK LTD.,264965,VESUVIUS INDIA LTD.,31-12-2019
AXIS BANK LTD.,267028,VIMTA LABS LTD.,31-03-2020
AXIS BANK LTD.,14464,VIPUL LTD.,31-03-2020
AXIS BANK LTD.,268519,VISCO TRADE ASSOCIATES LTD.,31-03-2020
AXIS BANK LTD.,177524,VOITH PAPER FABRICS INDIA LTD.,31-03-2020
AXIS BANK LTD.,276576,WAAREE RENEWABLE TECHNOLOGIES LTD.,31-03-2020
AXIS BANK LTD.,518192,WEB ELEMENT SOLUTIONS LTD.,31-03-2020
AXIS BANK LTD.,271091,WEBSOL ENERGY SYSTEM LTD.,31-03-2020
AXIS BANK LTD.,271515,WELSPUN INDIA LTD.,31-03-2020
AXIS BANK LTD.,56294,WEP SOLUTIONS LTD.,31-03-2020
AXIS BANK LTD.,568463,XELPMOC DESIGN & TECH LTD.,31-03-2020
AXIS BANK LTD.,224558,YANTRA NATURAL RESOURCES LTD.,31-03-2020
AXIS BANK LTD.,275052,ZEE MEDIA CORPN. LTD.,31-03-2020
AXIS BANK LTD.,275567,ZODIAC ENERGY LTD.,31-03-2020
AXIS BANK LTD.,275663,ZOTA HEALTH CARE LTD.,31-03-2020
BANDHAN BANK LTD.,346377,ALLIED COMPUTERS INTL. (ASIA) LTD.,31-03-2020
BANK OF BARODA,15510,A I CHAMPDANY INDS. LTD.,31-03-2020
BANK OF BARODA,207838,A M S POLYMERS LTD.,31-03-2020
BANK OF BARODA,3335,A V T NATURAL PRODUCTS LTD.,31-03-2020
BANK OF BARODA,271517,A Y M SYNTEX LTD.,31-03-2020
BANK OF BARODA,3990,AARTI DRUGS LTD.,31-03-2020
BANK OF BARODA,4024,AARVEE DENIMS & EXPORTS LTD.,31-03-2020
BANK OF BARODA,4680,ABHISHEK CORPORATION LTD.,31-03-2020
BANK OF BARODA,5284,ACE SOFTWARE EXPORTS LTD.,31-03-2020
BANK OF BARODA,5568,ACROW INDIA LTD.,31-03-2020
BANK OF BARODA,5843,ADARSH PLANT PROTECT LTD.,31-03-2020
BANK OF BARODA,115623,ADLINE CHEM LAB LTD.,31-03-2020
BANK OF BARODA,10566,ALEMBIC LTD.,31-03-2020
BANK OF BARODA,12577,AMARJOTHI SPINNING MILLS LTD.,31-03-2020
BANK OF BARODA,433460,AMBITION MICA LTD.,31-03-2020
BANK OF BARODA,134351,ANIK INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,598647,ARCHIDPLY DECOR LTD.,31-03-2020
BANK OF BARODA,20015,ARO GRANITE INDS. LTD.,31-03-2020
BANK OF BARODA,20327,ARROW GREENTECH LTD.,31-03-2020
BANK OF BARODA,21949,ASHNOOR TEXTILE MILLS LTD.,31-03-2020
BANK OF BARODA,259239,ASPIRA PATHLAB & DIAGNOSTICS LTD.,31-03-2020
BANK OF BARODA,453648,ATISHAY LTD.,31-03-2020
BANK OF BARODA,24028,ATLANTA LTD.,31-03-2020
BANK OF BARODA,24774,AUSTIN ENGINEERING CO. LTD.,31-03-2020
BANK OF BARODA,24919,AUTOLINE INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,25727,AXEL POLYMERS LTD.,31-03-2020
BANK OF BARODA,25790,AXTEL INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,27180,B M W INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,27378,B P CAPITAL LTD.,31-03-2020
BANK OF BARODA,29859,BANARAS BEADS LTD.,31-03-2020
BANK OF BARODA,31182,BATLIBOI LTD.,31-03-2020
BANK OF BARODA,32744,BETEX INDIA LTD.,31-03-2020
BANK OF BARODA,33738,BHARAT AGRI FERT & REALTY LTD.,31-03-2020
BANK OF BARODA,33980,BHARAT WIRE ROPES LTD.,31-03-2020
BANK OF BARODA,26633,BILCARE LTD.,31-03-2020
BANK OF BARODA,37935,BOROSIL RENEWABLES LTD.,31-03-2020
BANK OF BARODA,38497,BRIDGE SECURITIES LTD.,31-03-2020
BANK OF BARODA,38537,BRIGHT BROTHERS LTD.,31-03-2020
BANK OF BARODA,386074,C M M INFRAPROJECTS LTD.,31-03-2020
BANK OF BARODA,43227,CEEJAY FINANCE LTD.,31-03-2020
BANK OF BARODA,45264,CHASE BRIGHT STEEL LTD.,31-03-2020
BANK OF BARODA,45758,CHEMISYNTH (VAPI) LTD.,31-03-2020
BANK OF BARODA,216489,CHOKSI IMAGING LTD.,31-03-2020
BANK OF BARODA,199317,CITADEL REALTY & DEVELOPERS LTD.,31-03-2020
BANK OF BARODA,48194,CITYMAN LTD.,31-03-2020
BANK OF BARODA,48943,COCHIN MINERALS & RUTILE LTD.,31-03-2020
BANK OF BARODA,49144,COLINZ LABORATORIES LTD.,31-03-2020
BANK OF BARODA,49862,COMPUCOM SOFTWARE LTD.,31-03-2020
BANK OF BARODA,200791,DATIWARE MARITIME INFRA LTD.,31-03-2020
BANK OF BARODA,251704,DE NORA INDIA LTD.,31-03-2020
BANK OF BARODA,384663,DUCON INFRATECHNOLOGIES LTD.,31-03-2020
BANK OF BARODA,64136,DYNACONS SYSTEMS & SOLUTIONS LTD.,31-03-2020
BANK OF BARODA,64578,E L FORGE LTD.,31-03-2020
BANK OF BARODA,65570,EASUN CAPITAL MARKETS LTD.,31-03-2020
BANK OF BARODA,65899,ECOPLAST LTD.,31-03-2020
BANK OF BARODA,67394,EMA INDIA LTD.,31-03-2020
BANK OF BARODA,576134,FELIX INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,167864,FIBERWEB (INDIA) LTD.,31-03-2020
BANK OF BARODA,138063,G B GLOBAL LTD.,31-03-2020
BANK OF BARODA,76141,G D TRADING & AGENCIES LTD.,31-03-2020
BANK OF BARODA,77003,G R CABLES LTD.,31-03-2020
BANK OF BARODA,77413,G T L LTD.,31-03-2020
BANK OF BARODA,77460,G V FILMS LTD.,31-03-2020
BANK OF BARODA,79490,GARWARE SYNTHETICS LTD.,31-03-2020
BANK OF BARODA,80995,GENUS POWER INFRASTRUCTURES LTD.,31-03-2020
BANK OF BARODA,84719,GOTHI PLASCON (INDIA) LTD.,31-03-2020
BANK OF BARODA,85473,GRAVITY (INDIA) LTD.,31-03-2020
BANK OF BARODA,86802,GUJARAT MINERAL DEVP. CORPN. LTD.,31-03-2020
BANK OF BARODA,86913,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,31-03-2020
BANK OF BARODA,86951,GUJARAT TERCE LABORATORIES LTD.,31-03-2020
BANK OF BARODA,84491,H C P PLASTENE BULKPACK LTD.,31-03-2020
BANK OF BARODA,91566,HAWKINS COOKERS LTD.,31-03-2020
BANK OF BARODA,92486,HERITAGE FOODS LTD.,31-03-2020
BANK OF BARODA,93994,HINDUSTAN COMPOSITES LTD.,31-03-2020
BANK OF BARODA,200650,I M E C SERVICES LTD.,31-03-2020
BANK OF BARODA,98527,INDIA NIPPON ELECTRICALS LTD.,31-03-2020
BANK OF BARODA,99508,INDO TECH TRANSFORMERS LTD.,31-03-2020
BANK OF BARODA,111792,INFORMED TECHNOLOGIES INDIA LTD.,31-03-2020
BANK OF BARODA,102476,INVESTMENT & PRECISION CASTINGS LTD.,31-03-2020
BANK OF BARODA,103278,J B F INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,109874,J S W STEEL LTD.,31-03-2020
BANK OF BARODA,106263,JAIN IRRIGATION SYSTEMS LTD.,31-03-2020
BANK OF BARODA,106576,JAIPAN INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,108311,JAYABHARAT CREDIT LTD.,31-03-2020
BANK OF BARODA,641010,JAYANT INFRATECH LTD.,31-03-2020
BANK OF BARODA,109201,JENBURKT PHARMACEUTICALS LTD.,31-03-2020
BANK OF BARODA,111614,K C P LTD.,31-03-2020
BANK OF BARODA,112804,K P R MILL LTD.,31-03-2020
BANK OF BARODA,114031,KAIRA CAN CO. LTD.,31-03-2020
BANK OF BARODA,115004,KALYANI STEELS LTD.,31-03-2020
BANK OF BARODA,96758,KANANI INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,118894,KEI INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,119657,KEY CORP LTD.,31-03-2020
BANK OF BARODA,123807,KRYPTON INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,124689,KUNSTSTOFFE INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,477954,LAXMIPATI ENGINEERING WORKS LTD.,31-03-2020
BANK OF BARODA,128739,LIME CHEMICALS LTD.,31-03-2020
BANK OF BARODA,102857,LORDS ISHWAR HOTELS LTD.,31-03-2020
BANK OF BARODA,149974,M R O-TEK REALTY LTD.,31-03-2020
BANK OF BARODA,133037,M S T C LTD.,31-03-2020
BANK OF BARODA,170909,MAA JAGDAMBE TRADELINKS LTD.,31-03-2020
BANK OF BARODA,541704,MADHAV COPPER LTD.,31-03-2020
BANK OF BARODA,135403,MAHALAXMI RUBTECH LTD.,31-03-2020
BANK OF BARODA,343074,MAN INFRACONSTRUCTION LTD.,31-03-2020
BANK OF BARODA,166398,MARBLE CITY INDIA LTD.,31-03-2020
BANK OF BARODA,140810,MARUTI SECURITIES LTD.,31-03-2020
BANK OF BARODA,146980,MITCON CONSULTANCY & ENGG. SERVICES LTD.,31-03-2020
BANK OF BARODA,186903,MOHITE INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,152640,N R AGARWAL INDS. LTD.,31-03-2020
BANK OF BARODA,386587,OMKAR SPECIALITY CHEMICALS LTD.,31-03-2020
BANK OF BARODA,174924,P C B L LTD.,31-03-2020
BANK OF BARODA,296258,P N C INFRATECH LTD.,31-03-2020
BANK OF BARODA,202308,PAISALO DIGITAL LTD.,31-03-2020
BANK OF BARODA,171448,PARKER AGROCHEM EXPORTS LTD.,31-03-2020
BANK OF BARODA,172222,PASUPATI SPINNING & WVG. MILLS LTD.,31-03-2020
BANK OF BARODA,172433,PATELS AIRTEMP (INDIA) LTD.,31-03-2020
BANK OF BARODA,385865,PROZONE INTU PROPERTIES LTD.,31-03-2020
BANK OF BARODA,185561,R C C CEMENTS LTD.,31-03-2020
BANK OF BARODA,475933,R K E C PROJECTS LTD.,31-03-2020
BANK OF BARODA,193505,RANA SUGARS LTD.,31-03-2020
BANK OF BARODA,193882,RANJIT SECURITIES LTD.,31-03-2020
BANK OF BARODA,194677,RATHI STEEL & POWER LTD.,31-03-2020
BANK OF BARODA,194963,RAVALGAON SUGAR FARM LTD.,31-03-2020
BANK OF BARODA,195196,RAVI KUMAR DISTILLERIES LTD.,31-03-2020
BANK OF BARODA,369944,RELIANCE COMMUNICATIONS LTD.,31-03-2020
BANK OF BARODA,19962,RESONANCE SPECIALTIES LTD.,31-03-2020
BANK OF BARODA,198272,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.,31-03-2020
BANK OF BARODA,205838,S V A INDIA LTD.,31-03-2020
BANK OF BARODA,206353,SABOO BROTHERS LTD.,31-03-2020
BANK OF BARODA,173264,SAMBHAAV MEDIA LTD.,31-03-2020
BANK OF BARODA,142561,SAMYAK INTERNATIONAL LTD.,31-03-2020
BANK OF BARODA,86891,SETCO AUTOMOTIVE LTD.,31-03-2020
BANK OF BARODA,217580,SHAH FOODS LTD.,31-03-2020
BANK OF BARODA,508549,SHEETAL COOL PRODUCTS LTD.,31-03-2020
BANK OF BARODA,220477,SHILCHAR TECHNOLOGIES LTD.,31-03-2020
BANK OF BARODA,539703,SHIVA GRANITO EXPORT LTD.,31-03-2020
BANK OF BARODA,252429,SHRADDHA PRIME PROJECTS LTD.,31-03-2020
BANK OF BARODA,16177,SHREE BHAVYA FABRICS LTD.,31-03-2020
BANK OF BARODA,148201,SHREESHAY ENGINEERS LTD.,31-03-2020
BANK OF BARODA,224427,SHRI BAJRANG ALLIANCE LTD.,31-03-2020
BANK OF BARODA,224517,SHRI DINESH MILLS LTD.,31-03-2020
BANK OF BARODA,228899,SIYARAM SILK MILLS LTD.,31-03-2020
BANK OF BARODA,517625,SOLEX ENERGY LTD.,31-03-2020
BANK OF BARODA,231691,SOUTH INDIA PAPER MILLS LTD.,31-03-2020
BANK OF BARODA,231882,SOUTHERN INFOSYS LTD.,31-03-2020
BANK OF BARODA,410095,SPACENET ENTERPRISES INDIA LTD.,31-03-2020
BANK OF BARODA,233855,SRI AMARNATH FINANCE LTD.,31-03-2020
BANK OF BARODA,417747,STAR HOUSING FINANCE LTD.,31-03-2020
BANK OF BARODA,236124,STAR PAPER MILLS LTD.,31-03-2020
BANK OF BARODA,239293,SUMEET INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,242508,SURAT TEXTILE MILLS LTD.,31-03-2020
BANK OF BARODA,245285,SYBLY INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,245426,SYNCOM FORMULATIONS (INDIA) LTD.,31-03-2020
BANK OF BARODA,438332,SYNERGY GREEN INDS. LTD.,31-03-2020
BANK OF BARODA,245935,T D POWER SYSTEMS LTD.,31-03-2020
BANK OF BARODA,251109,TIME TECHNOPLAST LTD.,31-03-2020
BANK OF BARODA,251305,TIPS INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,251566,TIRUPATI SARJAN LTD.,31-03-2020
BANK OF BARODA,252630,TRADE-WINGS LTD.,31-03-2020
BANK OF BARODA,572068,TRIDENT TEXOFAB LTD.,31-03-2020
BANK OF BARODA,215829,U P L LTD.,31-03-2020
BANK OF BARODA,257578,UNIQUE ORGANICS LTD.,31-03-2020
BANK OF BARODA,262912,V M S INDUSTRIES LTD.,31-03-2020
BANK OF BARODA,263469,VAX HOUSING FINANCE CORPN. LTD.,31-03-2020
BANK OF BARODA,409332,VINAYAK POLYCON INTL. LTD.,31-03-2020
BANK OF BARODA,268608,VISHAL FABRICS LTD.,31-03-2020
BANK OF BARODA,269262,VISTA PHARMACEUTICALS LTD.,31-03-2020
BANK OF BARODA,269704,VIVID GLOBAL INDS. LTD.,31-03-2020
BANK OF BARODA,270323,W H BRADY & CO. LTD.,31-03-2020
BANK OF BARODA,271211,WEIZMANN LTD.,31-03-2020
BANK OF BARODA,271523,WELSPUN CORP LTD.,31-03-2020
BANK OF BARODA,272854,WOCKHARDT LTD.,31-03-2020
BANK OF BARODA,169875,YURANUS INFRASTRUCTURE LTD.,31-03-2020
BANK OF BARODA,42684,ZYDUS WELLNESS LTD.,31-03-2020
BANK OF INDIA,830,A D S DIAGNOSTIC LTD.,31-03-2020
BANK OF INDIA,3083,A T V PROJECTS INDIA LTD.,31-03-2020
BANK OF INDIA,185431,AARCON FACILITIES LTD.,31-03-2020
BANK OF INDIA,4581,ABHINAV CAPITAL SERVICES LTD.,31-03-2020
BANK OF INDIA,207502,AGRIMONY COMMODITIES LTD.,31-03-2020
BANK OF INDIA,9167,AJCON GLOBAL SERVICES LTD.,31-03-2020
BANK OF INDIA,11905,ALPINE HOUSING DEVP. CORPN. LTD.,31-03-2020
BANK OF INDIA,13702,AMIT SECURITIES LTD.,31-03-2020
BANK OF INDIA,438281,APEX FROZEN FOODS LTD.,31-03-2020
BANK OF INDIA,6347,ARIS INTERNATIONAL LTD.,31-03-2020
BANK OF INDIA,30496,B C P L RAILWAY INFRASTRUCTURE LTD.,31-03-2020
BANK OF INDIA,475536,B C POWER CONTROLS LTD.,31-03-2020
BANK OF INDIA,78057,BABA ARTS LTD.,31-03-2020
BANK OF INDIA,28932,BAJAJ HINDUSTHAN SUGAR LTD.,31-03-2020
BANK OF INDIA,29992,BANG OVERSEAS LTD.,31-03-2020
BANK OF INDIA,31490,BEARDSELL LTD.,31-03-2020
BANK OF INDIA,33671,BHARAT BIJLEE LTD.,31-03-2020
BANK OF INDIA,33750,BHARAT FORGE LTD.,31-03-2020
BANK OF INDIA,37441,BOMBAY CYCLE & MOTOR AGENCY LTD.,31-03-2020
BANK OF INDIA,37671,BONLON INDUSTRIES LTD.,31-03-2020
BANK OF INDIA,262026,CAPROLACTAM CHEMICALS LTD.,31-03-2020
BANK OF INDIA,43807,CEREBRA INTEGRATED TECHNOLOGIES LTD.,31-03-2020
BANK OF INDIA,47601,CHROMATIC INDIA LTD.,31-03-2020
BANK OF INDIA,48375,CLASSIC ELECTRICALS LTD.,31-03-2020
BANK OF INDIA,48869,COASTAL CORPORATION LTD.,31-03-2020
BANK OF INDIA,50696,CONTINENTAL CONTROLS LTD.,31-03-2020
BANK OF INDIA,51429,COSCO (INDIA) LTD.,31-03-2020
BANK OF INDIA,157599,COUNTRY CONDO'S LTD.,31-03-2020
BANK OF INDIA,66192,CRANES SOFTWARE INTL. LTD.,31-03-2020
BANK OF INDIA,52332,CRESTCHEM LTD.,31-03-2020
BANK OF INDIA,65745,ECLERX SERVICES LTD.,31-03-2020
BANK OF INDIA,121149,ENVAIR ELECTRODYNE LTD.,31-03-2020
BANK OF INDIA,73572,EPIC ENERGY LTD.,31-03-2020
BANK OF INDIA,69826,ESTER INDUSTRIES LTD.,31-03-2020
BANK OF INDIA,70775,EXCEL INDUSTRIES LTD.,31-03-2020
BANK OF INDIA,356482,FACOR ALLOYS LTD.,31-03-2020
BANK OF INDIA,73332,FINOLEX INDUSTRIES LTD.,31-03-2020
BANK OF INDIA,374396,G S S INFOTECH LTD.,31-03-2020
BANK OF INDIA,79494,GARWARE TECHNICAL FIBRES LTD.,31-03-2020
BANK OF INDIA,578297,GAUTAM GEMS LTD.,31-03-2020
BANK OF INDIA,80728,GENERAL INSURANCE CORPN. OF INDIA,31-03-2020
BANK OF INDIA,82197,GLENMARK PHARMACEUTICALS LTD.,31-03-2020
BANK OF INDIA,82760,GOA CARBON LTD.,31-03-2020
BANK OF INDIA,84909,GOVIND POY OXYGEN LTD.,31-03-2020
BANK OF INDIA,580446,GOYAL ALUMINIUMS LTD.,31-03-2020
BANK OF INDIA,86609,GUJARAT AMBUJA EXPORTS LTD.,31-03-2020
BANK OF INDIA,86777,GUJARAT LEASE FINANCING LTD.,31-03-2020
BANK OF INDIA,517534,HEC INFRA PROJECTS LTD.,31-03-2020
BANK OF INDIA,93966,HINDUSTAN APPLIANCES LTD.,31-03-2020
BANK OF INDIA,142276,I L & F S ENGG. & CONSTRUCTION CO. LTD.,31-03-2020
BANK OF INDIA,101722,I S F LTD.,31-03-2020
BANK OF INDIA,98496,INDIA LEASE DEVP. LTD.,31-03-2020
BANK OF INDIA,396742,INDIA PESTICIDES LTD.,31-03-2020
BANK OF INDIA,99514,INDO THAI SECURITIES LTD.,31-03-2020
BANK OF INDIA,101393,INTEGRA CAPITAL MGMT. LTD.,31-03-2020
BANK OF INDIA,102299,INTERWORLD DIGITAL LTD.,31-03-2020
BANK OF INDIA,102441,INVENTURE GROWTH & SECURITIES LTD.,31-03-2020
BANK OF INDIA,102548,ION EXCHANGE (INDIA) LTD.,31-03-2020
BANK OF INDIA,103261,J B CHEMICALS & PHARMACEUTICALS LTD.,31-03-2020
BANK OF INDIA,103877,J K TYRE & INDS. LTD.,31-03-2020
BANK OF INDIA,104004,J KUMAR INFRAPROJECTS LTD.,31-03-2020
BANK OF INDIA,3737,JAINEX AAMCOL LTD.,31-03-2020
BANK OF INDIA,110383,JOINDRE CAPITAL SERVICES LTD.,31-03-2020
BANK OF INDIA,111442,K B S INDIA LTD.,31-03-2020
BANK OF INDIA,115512,K D D L LTD.,31-03-2020
BANK OF INDIA,369988,K E C INTERNATIONAL LTD.,31-03-2020
BANK OF INDIA,115904,KANCHI KARPOORAM LTD.,31-03-2020
BANK OF INDIA,117934,KATARE SPINNING MILLS LTD.,31-03-2020
BANK OF INDIA,121140,KIRLOSKAR BROTHERS LTD.,31-03-2020
BANK OF INDIA,121148,KIRLOSKAR ELECTRIC CO. LTD.,31-03-2020
BANK OF INDIA,111844,KIRLOSKAR PNEUMATIC CO. LTD.,31-03-2020
BANK OF INDIA,232768,LIKHAMI CONSULTING LTD.,31-03-2020
BANK OF INDIA,128882,LINK PHARMA CHEM LTD.,31-03-2020
BANK OF INDIA,137443,LYPSA GEMS & JEWELLERY LTD.,31-03-2020
BANK OF INDIA,133672,MACKINNON MACKENZIE & CO. LTD.,31-03-2020
BANK OF INDIA,171828,MAITRI ENTERPRISES LTD.,31-03-2020
BANK OF INDIA,142553,MCNALLY BHARAT ENGG. CO. LTD.,31-03-2020
BANK OF INDIA,146415,MINAXI TEXTILES LTD.,31-03-2020
BANK OF INDIA,149705,MOTOR & GENERAL FINANCE LTD.,31-03-2020
BANK OF INDIA,154314,NANDAN DENIM LTD.,31-03-2020
BANK OF INDIA,101858,NATIONAL FITTINGS LTD.,31-03-2020
BANK OF INDIA,157438,NELCO LTD.,31-03-2020
BANK OF INDIA,159439,NIKHIL ADHESIVES LTD.,31-03-2020
BANK OF INDIA,161729,NORTHLINK FISCAL & CAPITAL SERVICES LTD.,31-03-2020
BANK OF INDIA,200472,OCTAVIUS PLANTATIONS LTD.,31-03-2020
BANK OF INDIA,163423,OLYMPIC OIL INDS. LTD.,31-03-2020
BANK OF INDIA,174059,PEOPLES INVESTMENTS LTD.,31-03-2020
BANK OF INDIA,177009,POLYTEX INDIA LTD.,31-03-2020
BANK OF INDIA,180245,PRECISION CAMSHAFTS LTD.,31-03-2020
BANK OF INDIA,181819,PRINCE PIPES & FITTINGS LTD.,31-03-2020
BANK OF INDIA,403917,PYXIS FINVEST LTD.,31-03-2020
BANK OF INDIA,194932,R A C L GEARTECH LTD.,31-03-2020
BANK OF INDIA,192526,RAMA PHOSPHATES LTD.,31-03-2020
BANK OF INDIA,195517,RAYMOND LTD.,31-03-2020
BANK OF INDIA,197392,REVATHI EQUIPMENT LTD.,31-03-2020
BANK OF INDIA,197983,RIGA SUGAR CO. LTD.,31-03-2020
BANK OF INDIA,200048,ROTO PUMPS LTD.,31-03-2020
BANK OF INDIA,51079,S J CORPN. LTD.,31-03-2020
BANK OF INDIA,214693,SAVANI FINANCIALS LTD.,31-03-2020
BANK OF INDIA,217557,SHAH CONSTRUCTION CO. LTD.,31-03-2020
BANK OF INDIA,114998,SHARP INDIA LTD.,31-03-2020
BANK OF INDIA,380540,SHEMAROO ENTERTAINMENT LTD.,31-03-2020
BANK OF INDIA,15081,SHIKHAR LEASING & TRADING LTD.,31-03-2020
BANK OF INDIA,222912,SHREE KRISHNA PAPER MILLS & INDS. LTD.,31-03-2020
BANK OF INDIA,223192,SHREE PACETRONIX LTD.,31-03-2020
BANK OF INDIA,192516,SHREE RAMA NEWSPRINT LTD.,31-03-2020
BANK OF INDIA,227139,SIKKO INDUSTRIES LTD.,31-03-2020
BANK OF INDIA,227451,SILVER TOUCH TECHNOLOGIES LTD.,31-03-2020
BANK OF INDIA,352556,SONAM CLOCK LTD.,31-03-2020
BANK OF INDIA,231907,SOUTHERN ONLINE BIO TECHNOLOGIES LTD.,31-03-2020
BANK OF INDIA,232643,SPECTRA INDUSTRIES LTD.,31-03-2020
BANK OF INDIA,235752,STANDARD BATTERIES LTD.,31-03-2020
BANK OF INDIA,240933,SUNRISE INDUSTRIAL TRADERS LTD.,31-03-2020
BANK OF INDIA,242009,SUPREME ENGINEERING LTD.,31-03-2020
BANK OF INDIA,243223,SURYA FUNCITY LTD.,31-03-2020
BANK OF INDIA,136755,SYLPH TECHNOLOGIES LTD.,31-03-2020
BANK OF INDIA,246040,T I L LTD.,31-03-2020
BANK OF INDIA,248209,TAYO ROLLS LTD.,31-03-2020
BANK OF INDIA,248802,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,31-03-2020
BANK OF INDIA,568434,TEMBO GLOBAL INDS. LTD.,31-03-2020
BANK OF INDIA,250547,THIRUMALAI CHEMICALS LTD.,31-03-2020
BANK OF INDIA,402627,THOMAS SCOTT (INDIA) LTD.,31-03-2020
BANK OF INDIA,384093,TIJARIA POLYPIPES LTD.,31-03-2020
BANK OF INDIA,251501,TIRUPATI FOAM LTD.,31-03-2020
BANK OF INDIA,228479,TYCHE INDUSTRIES LTD.,31-03-2020
BANK OF INDIA,256715,ULTRAMARINE & PIGMENTS LTD.,31-03-2020
BANK OF INDIA,259574,V B C FERRO ALLOYS LTD.,31-03-2020
BANK OF INDIA,261272,VADILAL ENTERPRISES LTD.,31-03-2020
BANK OF INDIA,261277,VADILAL INDUSTRIES LTD.,31-03-2020
BANK OF INDIA,476584,VANTAGE KNOWLEDGE ACADEMY LTD.,31-03-2020
BANK OF INDIA,369474,VISA STEEL LTD.,31-03-2020
BANK OF INDIA,241896,W W TECHNOLOGY HOLDINGS LTD.,31-03-2020
BANK OF INDIA,173299,WANBURY LTD.,31-03-2020
BANK OF INDIA,75362,XTGLOBAL INFOTECH LTD.,31-03-2020
BANK OF INDIA,273964,YASH TRADING & FINANCE LTD.,31-03-2020
BANK OF INDIA,263187,YASHRAJ CONTAINEURS LTD.,31-03-2020
BANK OF INDIA,275454,ZIM LABORATORIES LTD.,31-03-2020
BANK OF INDIA,275587,ZODIAC-JRD-MKJ LTD.,31-03-2020
BANK OF MAHARASHTRA,173622,ALICON CASTALLOY LTD.,31-03-2020
BANK OF MAHARASHTRA,32060,BEMCO HYDRAULICS LTD.,31-03-2020
BANK OF MAHARASHTRA,369921,BHARATIYA GLOBAL INFOMEDIA LTD.,31-03-2020
BANK OF MAHARASHTRA,42306,CAPRIHANS INDIA LTD.,31-03-2020
BANK OF MAHARASHTRA,85461,GRATEX INDUSTRIES LTD.,31-03-2020
