symbol,banker_name,co_code,company_name,exchange,beta,mes,vulnerable,type,time,binary,nskew,duvol,ic_binary,ic_nskew,ic_duvol,roa,levarage,nic_prod_code
SBIN.NS,STATE BANK OF INDIA,149616,SAMVARDHANA MOTHERSON INTL. LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.393783665,-0.343568377,0,-0.345657797,-0.272194287,10.2424,0.1872,29
SBIN.NS,STATE BANK OF INDIA,149616,SAMVARDHANA MOTHERSON INTL. LTD.,BSE,0.247401023,0.00161674,1,Public,1,1,-0.315890096,-0.266592425,0,-0.345657797,-0.272194287,10.2424,0.1872,29
SBIN.NS,STATE BANK OF INDIA,210290,SANDHAR TECHNOLOGIES LTD.,BSE,0.247401023,0.00161674,1,Public,1,1,-0.093310549,-0.215162091,0,-2.058331275,-0.689348628,6.1868,0.5297,29
SBIN.NS,STATE BANK OF INDIA,210290,SANDHAR TECHNOLOGIES LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,0.146281226,0.271271465,0,-2.058331275,-0.689348628,6.1868,0.5297,29
SBIN.NS,STATE BANK OF INDIA,210444,SANGAL PAPERS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.026903451,0.012030443,0,0.539883812,0.754003035,4.5035,0.8044,17
SBIN.NS,STATE BANK OF INDIA,210444,SANGAL PAPERS LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.108704205,0.107331348,0,0.539883812,0.754003035,4.5035,0.8044,17
SBIN.NS,STATE BANK OF INDIA,210445,SANGAM (INDIA) LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.176218929,-0.125188489,0,0.175223661,-0.039795937,0.2261,1.5274,13
SBIN.NS,STATE BANK OF INDIA,210445,SANGAM (INDIA) LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.762043061,-0.61721747,0,0.175223661,-0.039795937,0.2261,1.5274,13
SBIN.NS,STATE BANK OF INDIA,213256,SARTHAK METALS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.021082001,0.209287372,0,-0.577283987,-0.15874105,6.5341,0.7085,24
SBIN.NS,STATE BANK OF INDIA,213256,SARTHAK METALS LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.898308459,0.914698275,0,-0.577283987,-0.15874105,6.5341,0.7085,24
SBIN.NS,STATE BANK OF INDIA,213302,SARUP INDUSTRIES LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.374623359,0.479638039,0,0.571931812,0.723714898,-4.6573,1.9826,15
SBIN.NS,STATE BANK OF INDIA,213302,SARUP INDUSTRIES LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.590870423,0.769475699,0,0.571931812,0.723714898,-4.6573,1.9826,15
SBIN.NS,STATE BANK OF INDIA,214826,SAVITA OIL TECHNOLOGIES LTD.,NSE,0.247401023,0.00161674,1,Public,0,1,-0.161737151,0.174736586,0,-1.055013453,-0.536824769,8.8634,0.0081,19
SBIN.NS,STATE BANK OF INDIA,214826,SAVITA OIL TECHNOLOGIES LTD.,BSE,0.247401023,0.00161674,1,Public,1,1,0.317216107,0.131276701,0,-1.055013453,-0.536824769,8.8634,0.0081,19
SBIN.NS,STATE BANK OF INDIA,147261,SCAN STEELS LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.16969892,0.073728626,0,0.35585951,0.416713252,-0.3516,0.8013,24
SBIN.NS,STATE BANK OF INDIA,147261,SCAN STEELS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.074144465,-0.47251684,0,0.35585951,0.416713252,-0.3516,0.8013,24
SBIN.NS,STATE BANK OF INDIA,16575,SHAILY ENGINEERING PLASTICS LTD.,BSE,0.247401023,0.00161674,1,Public,1,3,0.79071943,0.500595451,1,1.186736562,0.934177531,9.6142,0.8606,22
SBIN.NS,STATE BANK OF INDIA,16575,SHAILY ENGINEERING PLASTICS LTD.,BSE,0.247401023,0.00161674,1,Public,0,1,-0.107012068,-0.125140661,1,1.186736562,0.934177531,9.6142,0.8606,22
SBIN.NS,STATE BANK OF INDIA,218257,SHALIMAR PAINTS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.66612243,-0.205624318,0,-0.579920219,-0.30659724,-8.4323,1.4793,20
SBIN.NS,STATE BANK OF INDIA,218257,SHALIMAR PAINTS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.588694174,-0.385350189,0,-0.579920219,-0.30659724,-8.4323,1.4793,20
SBIN.NS,STATE BANK OF INDIA,46962,SHANTI EDUCATIONAL INITIATIVES LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.721642877,-0.017318356,0,-0.199118197,0.325247396,2.7517,0.0988,46
SBIN.NS,STATE BANK OF INDIA,46962,SHANTI EDUCATIONAL INITIATIVES LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.133019571,0.69706241,0,-0.199118197,0.325247396,2.7517,0.0988,46
SBIN.NS,STATE BANK OF INDIA,220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.373972464,0.28414364,1,-0.732533486,-0.100532903,26.5489,0.1084,41
SBIN.NS,STATE BANK OF INDIA,220218,SHERVANI INDUSTRIAL SYNDICATE LTD.,BSE,0.247401023,0.00161674,1,Public,0,1,0.300678363,0.001843072,1,-0.732533486,-0.100532903,26.5489,0.1084,41
SBIN.NS,STATE BANK OF INDIA,7633,SHIRPUR GOLD REFINERY LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,0.450806716,0.29788584,1,1.189306031,1.03131527,0.3712,0.8712,64
SBIN.NS,STATE BANK OF INDIA,7633,SHIRPUR GOLD REFINERY LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.010559639,-0.153241335,1,1.189306031,1.03131527,0.3712,0.8712,64
SBIN.NS,STATE BANK OF INDIA,222402,SHREE CEMENT LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.492112492,-0.443323864,0,-0.005534661,0.198996089,10.0861,0.3825,23
SBIN.NS,STATE BANK OF INDIA,222402,SHREE CEMENT LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.352800416,-0.229990639,0,-0.005534661,0.198996089,10.0861,0.3825,23
SBIN.NS,STATE BANK OF INDIA,222702,SHREE HARI CHEMICALS EXPORT LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.284472985,-0.446260495,0,0.393095123,0.570115247,-11.3531,0,20
SBIN.NS,STATE BANK OF INDIA,222702,SHREE HARI CHEMICALS EXPORT LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.168743643,0.206145339,0,0.393095123,0.570115247,-11.3531,0,20
SBIN.NS,STATE BANK OF INDIA,223154,SHREE NIDHI TRDG. CO. LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.51204824,0.425927908,0,1.449469559,0.096315221,0.7024,0.0141,64
SBIN.NS,STATE BANK OF INDIA,223154,SHREE NIDHI TRDG. CO. LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.142511946,0.225062639,0,1.449469559,0.096315221,0.7024,0.0141,64
SBIN.NS,STATE BANK OF INDIA,223281,SHREE PUSHKAR CHEMICALS & FERTILISERS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.979415181,-0.69711862,0,-0.121058066,-0.001310876,10.9,0.1775,20
SBIN.NS,STATE BANK OF INDIA,223281,SHREE PUSHKAR CHEMICALS & FERTILISERS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.555006689,-0.447464339,0,-0.121058066,-0.001310876,10.9,0.1775,20
SBIN.NS,STATE BANK OF INDIA,223325,SHREE RAJESHWARANAND PAPER MILLS LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.410597623,0.394670357,0,0.077145675,-0.058877576,0.2914,2.1318,17
SBIN.NS,STATE BANK OF INDIA,223325,SHREE RAJESHWARANAND PAPER MILLS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.532286985,0.123915,0,0.077145675,-0.058877576,0.2914,2.1318,17
SBIN.NS,STATE BANK OF INDIA,224302,SHREYANS INDUSTRIES LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.843954345,-0.5563482,0,-2.915470203,-1.41731543,9.859,0.299,17
SBIN.NS,STATE BANK OF INDIA,224302,SHREYANS INDUSTRIES LTD.,NSE,0.247401023,0.00161674,1,Public,0,1,-0.058998697,0.013591572,0,-2.915470203,-1.41731543,9.859,0.299,17
SBIN.NS,STATE BANK OF INDIA,227378,SILVER OAK (INDIA) LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,-1.027264118,-1.050899231,0,0.380970275,-0.280479971,-7.3948,1.7297,64
SBIN.NS,STATE BANK OF INDIA,227378,SILVER OAK (INDIA) LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,1.547444088,2.282934307,0,0.380970275,-0.280479971,-7.3948,1.7297,64
SBIN.NS,STATE BANK OF INDIA,408703,SIMBHAOLI SUGARS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-1.247707699,-0.524320253,1,0.046931851,0.066233378,-8.1643,15.055,10
SBIN.NS,STATE BANK OF INDIA,408703,SIMBHAOLI SUGARS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.296413982,-0.407750607,1,0.046931851,0.066233378,-8.1643,15.055,10
SBIN.NS,STATE BANK OF INDIA,227709,SIMPLEX CASTINGS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.345869963,0.328944094,1,-0.189025416,-0.299683338,1.2145,1.0028,24
SBIN.NS,STATE BANK OF INDIA,227709,SIMPLEX CASTINGS LTD.,BSE,0.247401023,0.00161674,1,Public,0,2,1.060247792,0.557797947,1,-0.189025416,-0.299683338,1.2145,1.0028,24
SBIN.NS,STATE BANK OF INDIA,227729,SIMPLEX REALTY LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.356749134,0.338568484,0,0.038965154,-0.191941137,0.1644,0.0313,64
SBIN.NS,STATE BANK OF INDIA,227729,SIMPLEX REALTY LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.053841697,0.025716556,0,0.038965154,-0.191941137,0.1644,0.0313,64
SBIN.NS,STATE BANK OF INDIA,229612,SMRUTHI ORGANICS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.400342148,-0.384061748,0,-0.442103467,-0.623732138,-3.6056,1.0812,21
SBIN.NS,STATE BANK OF INDIA,229612,SMRUTHI ORGANICS LTD.,BSE,0.247401023,0.00161674,1,Public,0,1,0.542099511,0.397155192,0,-0.442103467,-0.623732138,-3.6056,1.0812,21
SBIN.NS,STATE BANK OF INDIA,230409,SOLAR INDUSTRIES INDIA LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.717067367,-0.331236982,1,-0.667296076,-0.444841536,12.0929,0.2003,20
SBIN.NS,STATE BANK OF INDIA,230409,SOLAR INDUSTRIES INDIA LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.633237883,-0.022727812,1,-0.667296076,-0.444841536,12.0929,0.2003,20
SBIN.NS,STATE BANK OF INDIA,230502,SOLID STONE CO. LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-1.55417735,-1.928625931,0,1.520800609,2.547472432,1.4002,0.8174,47
SBIN.NS,STATE BANK OF INDIA,230502,SOLID STONE CO. LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,1.351887586,0.770984919,0,1.520800609,2.547472432,1.4002,0.8174,47
SBIN.NS,STATE BANK OF INDIA,231916,SOUTHERN PETROCHEMICAL INDS. CORPN. LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-1.479664095,-0.413592227,0,0.185832901,0.102993149,7.2435,0.8671,20
SBIN.NS,STATE BANK OF INDIA,231916,SOUTHERN PETROCHEMICAL INDS. CORPN. LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-1.196031257,-1.049322743,0,0.185832901,0.102993149,7.2435,0.8671,20
SBIN.NS,STATE BANK OF INDIA,232593,SPECIALITY RESTAURANTS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-1.223132913,-0.704941813,0,-2.028263423,-1.092999514,-13.6694,0.0001,56
SBIN.NS,STATE BANK OF INDIA,232593,SPECIALITY RESTAURANTS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.001187517,0.040909897,0,-2.028263423,-1.092999514,-13.6694,0.0001,56
SBIN.NS,STATE BANK OF INDIA,233133,SPORTKING INDIA LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.210522979,0.372760074,0,0.321142279,0.39971477,2.0186,3.3376,13
SBIN.NS,STATE BANK OF INDIA,233133,SPORTKING INDIA LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.055042839,-0.022217909,0,0.321142279,0.39971477,2.0186,3.3376,13
SBIN.NS,STATE BANK OF INDIA,371842,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-1.163572604,-0.540187574,1,1.300157402,0.377746823,4.9635,0.3032,20
SBIN.NS,STATE BANK OF INDIA,371842,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.097066241,0.073433169,1,1.300157402,0.377746823,4.9635,0.3032,20
SBIN.NS,STATE BANK OF INDIA,33275,SRI K P R INDUSTRIES LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.155448031,-0.358378589,0,-0.034470925,-0.465655906,3.6123,0.2585,64
SBIN.NS,STATE BANK OF INDIA,33275,SRI K P R INDUSTRIES LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.438636357,0.630620858,0,-0.034470925,-0.465655906,3.6123,0.2585,64
SBIN.NS,STATE BANK OF INDIA,236353,STATE TRADING CORPN. OF INDIA LTD.,NSE,0.247401023,0.00161674,1,Public,0,1,0.695272406,0.33232764,0,-1.279545778,-0.730868521,-0.4881,40.6242,77
SBIN.NS,STATE BANK OF INDIA,236353,STATE TRADING CORPN. OF INDIA LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.78874631,-0.839991513,0,-1.279545778,-0.730868521,-0.4881,40.6242,77
SBIN.NS,STATE BANK OF INDIA,83635,STYLAM INDUSTRIES LTD.,BSE,0.247401023,0.00161674,1,Public,0,1,0.379867568,0.247574997,1,0.178721035,-0.127266987,6.1936,0.8725,22
SBIN.NS,STATE BANK OF INDIA,83635,STYLAM INDUSTRIES LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.028757624,0.11459319,1,0.178721035,-0.127266987,6.1936,0.8725,22
SBIN.NS,STATE BANK OF INDIA,240029,SUNDARAM BRAKE LININGS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-2.597685943,-0.691321913,0,-2.540089047,-0.993442547,1.2204,0.4049,29
SBIN.NS,STATE BANK OF INDIA,240029,SUNDARAM BRAKE LININGS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-3.027129267,-1.539521052,0,-2.540089047,-0.993442547,1.2204,0.4049,29
SBIN.NS,STATE BANK OF INDIA,240038,SUNDARAM FINANCE HOLDINGS LTD.,BSE,0.247401023,0.00161674,1,Public,1,1,0.510689351,0.414432249,0,-0.663012122,-0.24361771,22.0703,0,64
SBIN.NS,STATE BANK OF INDIA,240038,SUNDARAM FINANCE HOLDINGS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.547944685,-0.181979185,0,-0.663012122,-0.24361771,22.0703,0,64
SBIN.NS,STATE BANK OF INDIA,240037,SUNDARAM FINANCE LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-1.254340366,-0.54828078,0,-0.715873638,-0.808984949,2.3692,5.1067,64
SBIN.NS,STATE BANK OF INDIA,240037,SUNDARAM FINANCE LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.618238497,-0.459184787,0,-0.715873638,-0.808984949,2.3692,5.1067,64
SBIN.NS,STATE BANK OF INDIA,240054,SUNDARAM MULTI PAP LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.896055844,-1.046964316,0,-0.649145526,0.636799519,0.5955,0.5774,17
SBIN.NS,STATE BANK OF INDIA,240054,SUNDARAM MULTI PAP LTD.,NSE,0.247401023,0.00161674,1,Public,0,1,-0.390278347,0.655396979,0,-0.649145526,0.636799519,0.5955,0.5774,17
SBIN.NS,STATE BANK OF INDIA,240069,SUNDARAM-CLAYTON LTD.,BSE,0.247401023,0.00161674,1,Public,1,1,-0.616566926,-0.290725457,0,0.240846092,0.274841877,3.7485,1.3365,24
SBIN.NS,STATE BANK OF INDIA,240069,SUNDARAM-CLAYTON LTD.,NSE,0.247401023,0.00161674,1,Public,0,1,0.94290993,0.275733962,0,0.240846092,0.274841877,3.7485,1.3365,24
SBIN.NS,STATE BANK OF INDIA,240266,SUNFLAG IRON & STEEL CO. LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-1.548254768,-0.931427826,0,-0.163789011,-0.148648577,8.6338,0.4022,24
SBIN.NS,STATE BANK OF INDIA,240266,SUNFLAG IRON & STEEL CO. LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-1.653181341,-0.9375907,0,-0.163789011,-0.148648577,8.6338,0.4022,24
SBIN.NS,STATE BANK OF INDIA,240560,SUNIL HEALTHCARE LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.072747291,-0.020223245,0,0.379389746,0.457496929,3.6177,1.2429,21
SBIN.NS,STATE BANK OF INDIA,240560,SUNIL HEALTHCARE LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.184451629,0.182621396,0,0.379389746,0.457496929,3.6177,1.2429,21
SBIN.NS,STATE BANK OF INDIA,241348,SUPER CROP SAFE LTD.,BSE,0.247401023,0.00161674,1,Public,0,1,0.910630682,0.260049255,1,-0.443630354,-0.564022681,10.1848,0.457,20
SBIN.NS,STATE BANK OF INDIA,241348,SUPER CROP SAFE LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.149489118,-0.229564464,1,-0.443630354,-0.564022681,10.1848,0.457,20
SBIN.NS,STATE BANK OF INDIA,241564,SUPER TANNERY LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.112517268,-0.186572557,1,0.192320053,0.419863278,1.2902,1.0518,15
SBIN.NS,STATE BANK OF INDIA,241564,SUPER TANNERY LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.42052566,-0.739853139,1,0.192320053,0.419863278,1.2902,1.0518,15
SBIN.NS,STATE BANK OF INDIA,241914,SUPRAJIT ENGINEERING LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-1.516824685,-0.20445294,0,-0.677648227,-0.448775925,11.2238,0.2868,29
SBIN.NS,STATE BANK OF INDIA,241914,SUPRAJIT ENGINEERING LTD.,BSE,0.247401023,0.00161674,1,Public,1,1,-0.226184684,0.053703865,0,-0.677648227,-0.448775925,11.2238,0.2868,29
SBIN.NS,STATE BANK OF INDIA,241950,SUPREME INFRASTRUCTURE INDIA LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,0.25067298,0.18043752,0,0.028361236,0.247673298,-14.0226,21.374,42
SBIN.NS,STATE BANK OF INDIA,241950,SUPREME INFRASTRUCTURE INDIA LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.126663192,-0.25506442,0,0.028361236,0.247673298,-14.0226,21.374,42
SBIN.NS,STATE BANK OF INDIA,243328,SURYA ROSHNI LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.369775655,-0.162234825,0,0.00185397,-0.212114516,3.9217,1.0478,24
SBIN.NS,STATE BANK OF INDIA,243328,SURYA ROSHNI LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,0.009972567,-0.017427474,0,0.00185397,-0.212114516,3.9217,1.0478,24
SBIN.NS,STATE BANK OF INDIA,377796,SURYAAMBA SPINNING MILLS LTD.,BSE,0.247401023,0.00161674,1,Public,0,1,0.131621598,0.073390993,0,0.161956087,0.254472023,2.3012,1.9777,20
SBIN.NS,STATE BANK OF INDIA,377796,SURYAAMBA SPINNING MILLS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.425878456,0.464643876,0,0.161956087,0.254472023,2.3012,1.9777,20
SBIN.NS,STATE BANK OF INDIA,243438,SURYALAKSHMI COTTON MILLS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-1.358247904,-0.848504675,1,1.261250198,1.153067486,0.3514,1.3884,13
SBIN.NS,STATE BANK OF INDIA,243438,SURYALAKSHMI COTTON MILLS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.70807866,-0.072408977,1,1.261250198,1.153067486,0.3514,1.3884,13
SBIN.NS,STATE BANK OF INDIA,243440,SURYALATA SPINNING MILLS LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.271629026,0.464386798,0,-0.407018758,-0.834901346,3.7266,0.689,13
SBIN.NS,STATE BANK OF INDIA,243440,SURYALATA SPINNING MILLS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.097889114,-0.083434648,0,-0.407018758,-0.834901346,3.7266,0.689,13
SBIN.NS,STATE BANK OF INDIA,243849,SUVEN LIFE SCIENCES LTD.,NSE,0.247401023,0.00161674,1,Public,0,1,1.777844244,0.516446472,0,-0.685830247,-0.62789403,14.5293,0.0392,46
SBIN.NS,STATE BANK OF INDIA,243849,SUVEN LIFE SCIENCES LTD.,BSE,0.247401023,0.00161674,1,Public,1,1,10.59688545,4.412968237,0,-0.685830247,-0.62789403,14.5293,0.0392,46
SBIN.NS,STATE BANK OF INDIA,162229,SWELECT ENERGY SYSTEMS LTD.,NSE,0.247401023,0.00161674,1,Public,0,1,3.336291007,1.129588812,0,-1.112655333,-0.480817908,2.6317,0.1253,27
SBIN.NS,STATE BANK OF INDIA,162229,SWELECT ENERGY SYSTEMS LTD.,BSE,0.247401023,0.00161674,1,Public,1,1,0.025162183,-0.403462947,0,-1.112655333,-0.480817908,2.6317,0.1253,27
SBIN.NS,STATE BANK OF INDIA,158052,SWISS MILITARY CONSUMER GOODS LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.269975502,0.14781568,0,0.295874315,0.517313813,-7.2495,0,64
SBIN.NS,STATE BANK OF INDIA,158052,SWISS MILITARY CONSUMER GOODS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.31337768,-0.93982234,0,0.295874315,0.517313813,-7.2495,0,64
SBIN.NS,STATE BANK OF INDIA,385193,T C I EXPRESS LTD.,BSE,0.247401023,0.00161674,1,Public,1,1,-0.167983096,0.063370666,1,-0.137889505,0.055756106,19.9609,0.197,49
SBIN.NS,STATE BANK OF INDIA,385193,T C I EXPRESS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.258139667,-0.387668852,1,-0.137889505,0.055756106,19.9609,0.197,49
SBIN.NS,STATE BANK OF INDIA,246615,T V S MOTOR CO. LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.272737222,0.265546717,0,0.377459869,0.243834977,9.8316,0.4259,30
SBIN.NS,STATE BANK OF INDIA,246615,T V S MOTOR CO. LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.536090789,-0.657020692,0,0.377459869,0.243834977,9.8316,0.4259,30
SBIN.NS,STATE BANK OF INDIA,246623,T V S SRICHAKRA LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,0.234875175,0.276859376,0,0.259671504,0.885386474,7.5099,0.4837,22
SBIN.NS,STATE BANK OF INDIA,246623,T V S SRICHAKRA LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-1.868605386,-0.834025613,0,0.259671504,0.885386474,7.5099,0.4837,22
SBIN.NS,STATE BANK OF INDIA,380289,TAMBOLI CAPITAL LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.606631782,-0.200912493,0,-0.270868824,-0.153940524,9.697,0,64
SBIN.NS,STATE BANK OF INDIA,380289,TAMBOLI CAPITAL LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,-0.064444944,0.091110264,0,-0.270868824,-0.153940524,9.697,0,64
SBIN.NS,STATE BANK OF INDIA,247160,TAMIL NADU NEWSPRINT & PAPERS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.810869702,-0.500632838,0,-0.358215283,-0.065493287,-0.7996,1.513,17
SBIN.NS,STATE BANK OF INDIA,247160,TAMIL NADU NEWSPRINT & PAPERS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.123602291,0.178404603,0,-0.358215283,-0.065493287,-0.7996,1.513,17
SBIN.NS,STATE BANK OF INDIA,247502,TANTIA CONSTRUCTIONS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,0.242953166,0.977137639,0,0.472562434,0.691213455,-0.1166,6.7543,42
SBIN.NS,STATE BANK OF INDIA,247502,TANTIA CONSTRUCTIONS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.170486788,-0.921871787,0,0.472562434,0.691213455,-0.1166,6.7543,42
SBIN.NS,STATE BANK OF INDIA,497496,TARA CHAND LOGISTIC SOLUTIONS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.692998979,-0.314294665,0,-0.242638221,-0.191697192,4.2967,1.3465,46
SBIN.NS,STATE BANK OF INDIA,497496,TARA CHAND LOGISTIC SOLUTIONS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,0.509966933,0.21109222,0,-0.242638221,-0.191697192,4.2967,1.3465,46
SBIN.NS,STATE BANK OF INDIA,248154,TATA METALIKS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.243702364,-0.267110749,0,-0.69634635,-0.075987253,13.5065,1.3251,24
SBIN.NS,STATE BANK OF INDIA,248154,TATA METALIKS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.457998126,-0.384266779,0,-0.69634635,-0.075987253,13.5065,1.3251,24
SBIN.NS,STATE BANK OF INDIA,249890,TEXMACO RAIL & ENGG. LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.978082896,-0.840583958,1,-0.206608102,-0.504917758,0.6239,0.4947,71
SBIN.NS,STATE BANK OF INDIA,249890,TEXMACO RAIL & ENGG. LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,0.038185669,0.398566088,1,-0.206608102,-0.504917758,0.6239,0.4947,71
SBIN.NS,STATE BANK OF INDIA,380663,TEXMO PIPES & PRODUCTS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-1.154423675,-0.713304058,0,-0.665287876,-0.371981742,0.0848,0.7418,22
SBIN.NS,STATE BANK OF INDIA,380663,TEXMO PIPES & PRODUCTS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-1.395710592,-0.57608518,0,-0.665287876,-0.371981742,0.0848,0.7418,22
SBIN.NS,STATE BANK OF INDIA,250287,THEJO ENGINEERING LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.145084873,-0.352333572,0,0.220746815,0.596148053,5.9682,0.3231,71
SBIN.NS,STATE BANK OF INDIA,250287,THEJO ENGINEERING LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,0.559096362,0.952215887,0,0.220746815,0.596148053,5.9682,0.3231,71
SBIN.NS,STATE BANK OF INDIA,251578,TIRUPATI STARCH & CHEMICALS LTD.,BSE,0.247401023,0.00161674,1,Public,1,0,-0.061620851,-0.374109604,0,0.350955055,0.504308135,1.1482,2.2588,10
SBIN.NS,STATE BANK OF INDIA,251578,TIRUPATI STARCH & CHEMICALS LTD.,BSE,0.247401023,0.00161674,1,Public,0,0,0.250771782,0.426045786,0,0.350955055,0.504308135,1.1482,2.2588,10
SBIN.NS,STATE BANK OF INDIA,251642,TITAGARH WAGONS LTD.,NSE,0.247401023,0.00161674,1,Public,0,0,-0.649697209,-0.666784915,0,0.259340997,0.117128403,-0.5543,0.1117,30
